smiles,Tm
Cc1cc(C)c2ccccc2c1,267.15
Clc1cc(N)c(Cl)c(c1)C(=O)O,473.15
Brc1ccc(Br)c(Br)c1,317.65
OCCN(CC)c1ccccc1,310.15
CC(C)OP(=O)(F)C,216.15
BrBr,265.9
C=CCCCCCCCCC(=O)O,297.65
O=C(Cl)c1ccc(cc1)C(=O)Cl,356.65
Brc1cc(Br)cc(O)c1,354.15
CC=CCC(C)C,148.85
CCCOCOCCC,175.85
Cc1ccccc1OP(=O)(Oc2ccccc2C)Oc3ccccc3C,284.15
CCCOC(=O)CCC,177.95
CCCCCCC(O)CCCCC,303.15
c1ccc2Sc3ccccc3Sc2c1,432.45
COC(=O)OC,273.65
O=C1C=COC1C,291.15
CCC#CC(C)C,156.45
CCCCC(C)(C)C,152.05
CCCON(=O)=O,173.15
N#CCC(=O)OCC,250.65
Oc1ccc(cc1)C(C)C,335.45
C=CC,87.95
COC(=O)c1ccccc1C(=O)c2ccccc2,325.15
O=C1CCC(=C1)c2ccccc2,250.15
C=C(Br)C,147.15
O=N(=O)C,244.65
OCC#CC,270.95
ClCCI,257.55
Clc1ccc(Cl)c(Cl)c1Cl,320.65
Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,405.65
OCC(O)c1ccccc1,340.65
NCCCCCCCCCCCCCC,356.25
CN(c1ccccc1)C(=O)N(C)c2ccccc2,395.15
Cc1c(C)c(C)c(C)c(C)c1C,439.65
C[Si](C)(C)C#C[Si](C)(C)C,299.15
Cc1cccc(C)c1O,318.85
O=C(O)Cc1ccccc1,349.85
CCCCCCCCC(=O)OC,486.65
N#CC(C)OC(=O)C,198.15
C1CCCCCCC1,287.95
CCC(C)C(C)(C)C,160.95
O=N(=O)c1cc(N(=O)=O)c(cc1C)N(=O)=O,377.15
c1ccc(cc1)N2CN(CN(C2)c3ccccc3)c4ccccc4,417.15
CCCCC=CC,164.0
c1ncc(cc1)c2cnccc2,341.15
O=C(C)OC(=O)C,200.15
Nc1cc(C)c(C)cc1C,341.15
O=C1CCC(=O)N1Cl,423.15
Cc1ccc2N=C(C)C(C)c2c1,394.65
C1=CC2CCC1C2,318.15
CCCCC1CCCC1,165.15
ON=CC,318.15
c1cc2cccc3C=Cc(c1)c23,365.65
C1=CC=CS1,233.75
CCCCOC(=O)C=CC(=O)OCCCC,188.15
CCC1CCC(C)CC1,192.35
Clc1cccc(C)c1,225.35
C=COC=C,172.15
Cc1ccc(Cl)c(O)c1,329.15
COc1ccc(C)c(N)c1,320.15
ClC(Cl)(F)F,115.15
O=N(=O)N(C)C,331.15
O=C(Cl)C(=C)C,213.15
COS(=O)(=O)Cl,203.15
CCCCCCCCOCCCCCCCC,265.55
O=C1CCCN1C,249.15
Brc1ccc(cc1)Oc2ccc(Br)cc2,333.65
O=COCCCC,181.65
OCc1ccccc1C,311.15
Brc1ccc2ccccc2c1,332.15
CCC(Br)CC,146.95
O=C(N)CC(C)C,410.15
NCc1ccccc1,283.15
Oc1ccc2cccc(Cl)c2c1,374.15
Nc1ccc(cc1)Oc2ccc(N)cc2,462.15
c1ccc2C=NNc2c1,421.15
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc34,641.15
CCSSCC,171.65
CCCOCC(O)C,193.15
O=C=Nc1ccc(C)c(N=C=O)c1,293.65
CCc1cccc2CCCCc12,228.65
CCCCC=CCCCCC,196.15
FCF,137.15
CNC(=O)c1ccccc1,355.15
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc2ccccc2,193.15
O=N(=O)c1cccc(N(=O)=O)c1C,339.15
O=C(C(Cl)(F)F)C(F)(F)F,140.15
FC(F)C,156.15
Clc1ccc(C)cc1,280.65
FC(F)OC(Cl)C(F)(F)F,321.65
NCCCCCCC,255.15
CCC(=O)Nc1ccccc1,378.65
Brc1cc(Br)c(C)c(Br)c1,343.15
CCCCCCC(=O)OCCCC,205.65
CCCCCCCCCc1ccc2ccccc2c1,285.15
CC=Cc1ccc(O)c(OC)c1,263.15
CCCCCC(=C)C,183.15
C#CCCCCC,192.15
O=C(OC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,307.15
CCCCCCOC(=O)CCCC,210.05
CNC(=O)C,301.15
COC,131.65
CCCCc1cccc2ccccc12,253.35
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,359.15
O=C1c2ccccc2c3ccccc13,357.15
COP(=O)(OC)OC=C(Cl)Cl,279.15
CCOC(=O)C(=O)CC(=O)C,291.15
CC(C)c1ncccc1,132.15
Fc1cccc(O)c1,286.85
N#Cc1cccc(N)c1,327.45
O=S(Cl)Cl,168.65
O=NN(C(C)C)C(C)C,321.15
CCc1ccccc1Br,205.25
CCCCCCCCCC(=O)Cl,238.65
O=C(C)OC(C)C,199.75
Clc1cccc(Br)c1,251.65
CCCCC=CCC,147.15
Nc1ccccc1c2ccccc2,324.15
Clc1ccc(cc1)C(C)c2ccc(Cl)cc2,329.15
CCCCCCCC(=O)OC(=O)CCCCCCC,272.15
CC1CCCCC1(C)C,244.15
Cc1cccc2C=CNc12,358.15
O=C(Cl)CCC(=O)Cl,293.15
OCCOCCOCCCCCC,233.15
FCc1ccccc1,238.15
ClCC(=O)C,228.65
CC1=C(C)c2ccccc2N1,379.15
Clc1ccccc1Cl,256.45
Oc1cccc2cccnc12,348.65
OCC(O)C(O)C(O)CO,366.65
CCCCOCCOCCOC(=O)C,241.15
CCCCC=CCCCC,200.15
CCC(S)CC,162.35
Cc1cccc2c(C)cccc12,355.15
CCCCCCCCC=CCCCCCCCC(=O)O,318.15
ClCC(F)(F)C,216.95
CCCCCCCCCCC1CCCC1,251.15
CC(CC1CCCCC1)C2CCCCC2,251.15
O=CC1CC=CCC1,275.15
CCCCOC(=O)C(O)C(O)C(=O)OCCCC,295.15
CCC(C)CC,110.25
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,448.65
C=Cc1ccc(Cl)cc1,289.05
Cc1ccc(C)c(c1)N(=O)=O,248.15
OCC(N)CC,271.15
CCNc1ccccc1,209.65
Clc1ccc(N)c(Cl)c1Cl,346.15
CNC,180.95
CCCCCCC(O)CCC,262.15
SCCCC,157.45
C#CCO,221.35
O=C(C)CC(=C)C,200.55
CCOC(=O)c1ccccc1C(=O)OCC,232.65
O=C(O)CCCC(=O)O,370.95
Clc1cccc(C)c1Cl,279.15
OC1(C)CCCC1,309.15
CCCCCCCCCCCCCCCC(=O)O,612.15
N#CCCC,161.25
CCOc1ccc(Cl)cc1,294.15
CCc1ccc(C)cc1C,210.25
CCC1CC1,123.95
O=S(=O)(Cl)O,193.15
O=C(C)C1=CCSC1,333.15
CC1CNCC(C)O1,185.15
FC(F)=C(Cl)C(F)(F)F,143.15
O=C(O)CCC(C)C,240.15
O=C(F)c1ccccc1,245.15
CC(C)(C)Oc1ccccc1,249.15
ClC(F)F,115.75
O=C1CCC(=O)N1C,344.15
CCOCCOCCOCC,228.15
COc1ccc(cc1)N(=O)=O,327.15
Fc1cc(F)cc(c1)N(=O)=O,290.15
BrCCCCCCBr,270.85
O=CC=CC,197.15
ClCc1ccccc1,228.15
CCNC(=O)NCC,385.65
OCC(N)(C)C,298.65
SCCCCCCCCCC,247.15
ClC(F)(F)C(Cl)(Cl)C(Cl)(F)F,230.25
C=CCC=C,124.35
SC(C)C,142.65
O=N(=O)c1ccc(Cl)c(Cl)c1,316.15
Clc1ccc(Cl)c(I)c1,295.15
CCCCCCCCCCCCCCCCCCCC1CCCCC1,318.15
C[Si](C)(C)O[Si](C)(C)C,207.15
CCC(C)(CC(=O)O)CC(=O)O,360.15
CCCCCCCCCCCCC(=O)O,585.55
O=C(C)OC(=C)C,180.25
C=C[Si](Cl)(Cl)Cl,178.15
COc1ccc(cc1OC)C(=O)C,324.15
C=C=CC,136.95
CCOc1ccc2ccccc2c1,310.65
CCc1cc(O)cc(C)c1,324.75
Nc1ccc(F)c(Cl)c1,318.65
Clc1cccc(O)c1,305.75
CCCCCCCCCCCCCCCC,291.25
O=N(=O)c1cc(Cl)c(Cl)cc1Cl,330.65
O=C(O)C(Cl)(Cl)Cl,330.65
COC(=O)C,175.15
CC(C)(C)c1cccc2ccccc12,261.85
CCOC(=O)C(=Cc1ccccc1)C(=O)C,333.65
COc1cccc(O)c1,256.15
Clc1ccc(cc1)C(C(Cl)Cl)c2ccc(Cl)cc2,382.65
Nc1cnccc1,337.65
O=NOC,257.15
CCCCCCC(=O)OCCCCC,223.15
CC1CCC(C)C(C)C1,189.65
CC(C)=CCCC=C(C)C,198.75
O1CCOCC1,284.95
COCC(O)C,131.15
C1CCC2C(C1)Nc3ccccc23,393.15
OCc1ccccc1N(=O)=O,347.15
O=C(C)Cc1ccccc1,258.15
FCC(F)F,189.15
N#CCC=C,186.15
ClCc1ccccc1CCl,328.15
Oc1cc(Cl)c(Cl)c(Cl)c1,374.15
Nc1ccc(cc1C)c2ccc(N)c(C)c2,404.65
Cc1cc(C)cc(C)n1,227.15
Oc1ccc2c(CCC3C2CCC4(C)C(=O)CCC34)c1,533.35
Brc1ccc(cc1)C(=O)c2ccccc2,355.65
COC(=O)C(Cl)(Cl)Cl,255.65
O=COCCC,180.25
Clc1cccc(N)c1,262.75
CCCCC(CC)COC(=O)C,193.15
O=C(O)C(=C)C,289.15
CCCCCCC1CCCC1,200.15
O=N(=O)CCC(C)C,370.15
CC(C)(C)c1ccccn1,240.15
FCCCCCCCCCC,238.15
C1CCC1,182.55
OCCc1ccccc1,246.15
Nc1ccc(N)c(N)c1,370.45
CCCCCC=CCC=CCCCCCCCC(=O)O,638.35
Cc1ccc(C)c(Br)c1,282.15
Nc1ccc(cc1)Cc2ccc(N)cc2,365.65
CCCCCCC(O)CC=CCCCCCCCC(=O)O,278.65
CCCCCCCCOC(=O)C,234.65
COc1cccc(OC)c1O,329.65
ClCCCO,253.15
O=C(C)C(C)(C)C,220.65
OCC=C(C)CCC=C(C)C,258.15
Clc1ccc(OC(C)C(=O)O)c(C)c1,367.65
Cc1cc(C)cc(c1)N(=O)=O,348.15
BrC(C)C(Br)(Br)C,274.95
C=CCCCCCC,171.45
Clc1ccccc1,227.95
CCOC(=O)CC(=C)C(=O)OCC,331.65
CCCCOCOCCCC,215.05
O=Cc1cc(Cl)cc(Cl)c1,338.15
Nc1ccc(Br)c(C)c1,354.15
CCC(C)CC(O)CC,181.95
CC1=C(C)CCC1,182.75
BrCCCCCCCC,218.15
CCOC(=O)C(=O)OCC,232.55
Cc1cnccc1,255.05
CCCCCCCCCCCCCCCCc1ccccc1,300.15
NC1CCCCC1,255.45
FCCCCCC,170.15
CCN1CCOCC1,209.15
CCCCCCCCC(=O)OCC,500.15
CCOC(=O)c1ccc(F)cc1,299.15
CCCCC(=O)OC,182.15
CCCCc1ccc2ccccc2c1,268.15
O=C(C)N(C)c1ccccc1C,328.65
CCOc1ccc(F)cc1,264.65
OCCCCCCCCCCCCCCCC,322.65
c1ccc2c(c1)c3cccc4cccc2c34,380.95
Cc1cccc(C)c1Cl,238.15
CC1=CC(=O)C(C(=O)C)C(=O)O1,382.15
CCCCOCCOCCOCCCC,213.15
O=N(=O)c1cc(ccc1Cl)C(F)(F)F,270.65
Brc1cncc2ccccc12,314.65
C#CC(O)(C)c1ccccc1,325.45
CCC(C)(C)c1ccc(O)cc1,368.15
O=C(N)C(F)(F)F,345.65
CCCCC(=O)C,217.65
FC(F)(F)C,161.85
CC(C)c1ccc(O)c(O)c1,351.15
NCCCCCCCCCCCCC,300.55
C=CCl,119.45
Brc1cccc(I)c1,263.85
O=C1CCC1,222.25
C=C(C)c1ccc(cc1)C(C)C,242.55
OC(C)(C)C#CC(O)(C)C,368.15
c1ccc(cc1)C2OC2,237.55
OCCOCC,203.15
CC1(C)C2CC3C(C2)C13C,340.65
ClC(Cl)(Cl)C(F)(F)F,287.35
CC1CCCC(C)C1,197.55
C=C=C(C)C,159.55
ON=C(C)c1ccccc1,333.15
O=C(O)C(Br)C(C)C,317.15
Oc1cccc(c1)C(F)(F)F,271.35
C=COC(=O)C,179.95
N1=CC=CN1,341.15
C=Cc1ccccc1OC,302.15
ClCC(=O)c1ccc(Cl)cc1,374.65
Cc1cncc(C)n1,320.65
CCCCOCCCC,177.95
COCC(=O)c1ccccc1,281.15
COc1cc(Cl)ccc1N,325.15
CCCCCCCCCCCCCCCCCCCCCCCCCC,329.55
CCC(CC)C(=O)O,241.35
OC1CCCC(C)C1,267.65
CCCC(=O)N(C)C,233.15
O=C(C)Nc1ccc(Cl)cc1,452.15
O=C(C)c1ccccc1N,293.15
Cc1cncnc1,303.65
O=COCCCCC,199.65
CC1CCCC1,130.65
CSCc1ccccc1,243.15
CC1CCCC1(C)C,251.55
Brc1ccc(C)cc1,301.65
C1CCCCCCCCC1,283.15
CC1OCOCC1,228.65
O=C(O)CCOc1ccccc1,370.65
O=C(C=CC1=CC=CO1)c2ccccc2,320.15
OCCSCC,173.15
Cl[Si](C)(C)O[Si](Cl)(C)C,235.65
CC1=Cc2ccccc2N1,334.15
NCCCCCCCCC,272.15
C=Cc1cccc(C)c1,186.85
Clc1ccc(cc1)Oc2ccc(Cl)cc2,303.15
CC(C)CC(O)(C)C,253.15
Fc1cccc(F)c1,204.15
COc1ccccc1Br,275.65
Cc1ccc(cc1)N=Cc2ccccc2,308.15
O=C(O)C=C(C)C,342.65
Brc1cc(Br)c(O)c(Br)c1,368.65
COC(=O)c1cc(C)ccc1O,272.15
CCCc1ccc(C)cc1,209.55
O1CCCCC1,228.15
N#Cc1ccc(F)cc1,307.95
CCC(C1CCCCC1)C2CCCCC2,249.65
C1CCC(CC1)CCCCC2CCCCC2,285.15
ClCC(=C)C,193.15
CCC(C)C(C)(C)CC,171.95
CC(C)(C)C1CCCCC1,231.95
ClCC(C)(C)C,253.15
Clc1cccc(N)c1C,274.15
O=Cc1cccc(O)c1,381.15
Clc1cccc(N)c1Cl,297.15
Clc1ccc(cc1)CC2CCC(C)(C)C2(O)CN3C=NC=N3,384.65
CCCCCCCCCCC(O)CCC,311.15
Clc1cc(C)c(Cl)cc1C,344.15
C1CCCCCCCCCCC1,333.55
CCc1ccc(CC)c(CC)c1,228.25
BrCCCC,160.75
CC1NC1,208.15
OCC(O)C,213.15
O=C(O)C(Cl)(F)F,298.15
O=N(=O)c1cccc(c1)C(=O)C,354.15
CCC(C(C)C)C(C)C,150.75
O=CCCCCCCC,250.15
Cc1ccc(N(=O)=O)c(C)c1,282.15
CN1CCNCC1,409.15
ClCC(=O)N,394.15
CCCCCCCCCCCc1ccccc1,268.15
CC(C)CC1CCCCC1,178.15
Brc1ccc(cc1)N(=O)=O,400.15
CCCCCCOC(=O)C,192.25
C1CNc2ccccc2N1,372.15
O=C(O)c1ccccc1C,376.85
C#CC1(O)CCCCC1,304.65
C=CC(=C)C,127.25
O=C1OC(=C)C1,266.65
Fc1ccc(cc1)c2ccccc2,347.35
Clc1ncc(C)c(Cl)n1,299.15
CCCCCCCC(=O)N,381.15
ClC=CCl,193.15
Brc1ccc(S)cc1,346.15
C=CCCCCC=C,203.15
Fc1ccc(N(=O)=O)c(F)c1,282.95
O=Cc1ccc(C)cc1O,333.65
CC1CNCCN1,335.15
OCCCc1ncccc1,307.15
COc1cccc(c1)c2cccc(OC)c2,309.15
CCOC(=O)NCc1ccccc1,322.15
ClCCCCl,173.65
CC(C)c1cc(C(C)C)c(cc1C(C)C)C(C)C,391.55
Clc1cccc(c1)C(Cl)(Cl)Cl,273.75
Nc1cccc(N)c1,336.65
O=Cc1ccccc1Br,294.65
CCCCCCCCCC(=O)O,541.85
Cc1ncnc(C)c1,298.15
BrCCCCBr,256.65
CCCC(Cl)C,193.15
OCC,159.05
ClC(F)=C(Cl)C(F)(F)F,136.15
ClCCOC,218.15
CC=Cc1ccc(OC)c(OC)c1,291.15
CCN(CC)C(=O)c1cnccc1,298.15
O=C(C(F)(F)F)C(F)(F)F,148.15
O=C1C=C(N2CC2)C(=O)C(N3CC3)=C1N4CC4,435.9
C=Cc1ccc(Br)cc1,280.85
Oc1cc(O)cc(C)c1,380.65
O=C(O)C(F)F,272.15
O=C(O)CCC1CCCCC1,289.15
OC(C)CC(O)(C)C,223.15
CC1CCC(C)C1C,156.75
O=CC1=CC=C(Br)O1,356.65
CCCCCCCCCCc1ccccc1,258.75
c1ccc(cc1)N2N=CCC2,325.15
OCCCCCCCO,295.65
O=C(C)C(C)C,181.15
CCCCCCCCC(=O)Cl,212.65
COC(=O)C=CC(=O)OC,254.15
C1CCC2CCCCC2C1,230.15
CCCCNCCCC,211.15
O=C(O)C(=O)C(C)C,304.65
O=Cc1cccc(O)c1O,381.15
Cc1ccc2ccc(C)cc2c1,370.15
CN1CC(C)c2ccccc12,415.15
CCCC(C)(C)C(C)C,156.35
C1CCCCC1,279.75
CCCCC(O)C,223.0
OCCCCCCCCCCCC,297.15
c1ccc(cc1)N(c2ccccc2)c3ccccc3,400.15
COC(=O)Cl,212.15
BrCC(Br)(C)C,283.65
N#CCCOC,210.6
C1CCC2CCCC2C1,220.15
C=Cc1ccc(cc1)C(C)C,228.45
CC=Cc1ccccc1,246.05
O=C(C)OC(OC(=O)C)c1ccccc1,319.15
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,897.15
C1CNC(CC1)Cc2ccccc2,305.15
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1O,447.15
NCCO,283.65
C1CCC2C(C1)CCC3C4CCCCC4CCC23,388.15
CC(C)=CC(C)(C)C,166.85
COS(=O)(=O)C,293.15
ClCc1ccc(Cl)c(Cl)c1,310.65
Cc1cc(cc(C)c1O)C(C)(C)C,355.55
c1ccc(cc1)N2C=CC=C2,335.15
CCCCCCOC(=O)CCCCC,218.15
Oc1ccc(cc1)C2CCCCC2,406.15
OCCN(CCO)CCO,293.65
O=C(C)OCC(COC(=O)C)OC(=O)C,351.15
Cc1ccc(cc1)OC(=O)c2ccccc2,344.65
CCOC(=O)CCCCC(=O)OCC,253.35
OCCCCCCO,318.15
COC(=O)c1ccccc1C(=O)OC,278.65
Oc1cc(O)c(C)c(C)c1,409.15
CC[Si](CC)(CC)O[Si](CC)(CC)CC,199.57
CCC(=O)C(=O)CC,263.15
Cc1ccncc1,276.81
Cc1cccc(C)c1N,284.35
CCC(C)(C)C,174.15
CCCCCCCCC(=O)O,527.65
c1ccc2cc(ccc2c1)Nc3ccc4ccccc4c3,445.35
Oc1c(cccc1C(C)(C)C)C(C)(C)C,312.15
OCCNCCO,301.15
CCCC(=O)OC(=O)CCC,198.15
O=C1C=Cc2ccccc2O1,344.15
CCCCCCCCCCCCCCCCCCC,305.25
N#CCCCl,222.15
c1ccc(cc1)CN2C=NC=C2,342.15
c1ccc(cc1)C(c2ccccc2)c3ccccc3,367.15
ClC(Cl)=C(Cl)Cl,250.85
COC(=O)C(C)C,188.45
Clc1ccc(Cl)c(c1)C(=O)O,427.55
Oc1ccccc1O,378.15
O=C(C)C,178.35
COc1ccc(Cl)cc1,255.15
COc1cccc(N)c1,272.15
COc1ccccc1N(=O)=O,283.65
CCOP(=O)(OCC)OCC,216.75
O=C1C=CC(=O)O1,325.95
C=C(C)C1CCC(O)(C)CC1,305.65
c1ccc(cc1)c2ccccc2c3ccccc3,329.35
O=C1C=CCCC1,220.15
COC(=O)C(=O)OC,327.45
C=CCc1ccc(O)c(OC)c1,265.65
Cc1ccc(N)c(N)c1,362.65
O=CCCCCCCCC,255.15
CCOC(=O)c1cccc(c1)N(=O)=O,320.15
BrC1=C(Br)C(Br)=C(Br)S1,390.65
CCC(O)(C)CC,249.55
N#CCC#N,305.15
OCC(C)(CO)CC,313.45
CCCCCCCC(=O)c1ccccc1,295.95
Clc1ccc(C)c(Cl)c1Cl,316.65
NCCCO,284.15
CCCCCCCC,216.35
CC(C)=C(C)C,198.55
ClC(Br)(F)C(Br)(F)F,323.15
NCCNCCN,234.15
c1ccc(cc1)CCCCc2ccccc2,325.65
ClC(Cl)(F)C(F)(F)F,216.55
BrCc1ccc(CBr)cc1,417.65
c1ccc(cc1)CCc2ccccc2,325.65
COCCN(C(=O)CCl)c1c(C)cccc1C,319.15
CCc1ccc2ccccc2c1,265.75
Oc1ncccc1,380.95
CCC1OC1,123.15
Cc1ccccc1,178.25
c1ccc2c(c1)Cc3ccccc23,387.95
CCC(O)(C)C,264.35
N#CCCC(C)C#N,228.15
SCCCCC,197.45
CCCSC(=O)N(CC)CCCC,251.15
O=C(C)Oc1ccc(OC(=O)C)c(OC(=O)C)c1,372.15
CCOC(=O)CCCCCC(=O)OCC,249.15
C#CC(C)C,183.45
O=C1CC2CCCC(C1)N2C,327.15
CCOCC,156.85
CCOC(=O)CC,199.25
FCCCCCCC,200.15
CCCCCCCCCCCCCCCCCC(=O)OC,625.0
O=C(O)CCCc1ccccc1,325.15
O=N(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,417.15
O=C(C)c1ccncc1,289.15
Oc1ccc(cc1)Cc2ccccc2,357.15
O1CCCC1,164.85
Cc1ccccc1C,247.95
CC(C)(C)c1ccc(cc1)C(C)(C)C,352.65
FCC(=O)OC,238.15
O=C1CCCC(=O)O1,329.45
Cc1ccc(cc1)C(C)C,204.25
CCc1ncccc1,210.05
N#CCCCC,176.95
Nc1cccc(c1)Oc2ccccc2,310.15
CCCCN(=O)=O,191.82
COc1ccccc1Cl,246.35
O=C1CCCCCCC1,302.15
CC1CCS(=O)(=O)C1,274.15
CC1=CNC=N1,329.15
ClC(Cl)=C(F)F,157.15
ClC(Cl)(Cl)C(F)(F)C(F)(F)F,193.15
O=N(=O)c1cc(C)c(O)c(c1)N(=O)=O,359.75
Clc1ccc(Br)cc1,341.15
Oc1ccc(Cl)c(C)c1,340.15
CN1C(=O)c2ccccc2C1=O,407.15
NCCN1CCOCC1,298.75
ClC(Cl)c1ccccc1,256.15
CCCC(=O)c1ccccc1,285.15
N#CC,229.35
OCCN(CC)CC,203.15
O=N(=O)c1ccc(N(=O)=O)c(C)c1,325.65
CCCC(C)CC,154.15
ClCCSCCCl,286.65
N#Cc1ccccc1CCl,334.15
CCCCC(=O)CCCC,267.25
IC(C)(C)C,234.95
OC(C)C(C)(C)C,277.95
Cc1ccc(cc1)N=Nc2ccccc2,344.65
O=C(C)C(=O)C,270.75
O=N(=O)c1cccc(c1)C(F)(F)F,270.75
BrCC(C)c1ccccc1,213.85
CCN(C)C,133.15
C=C1C2CCC(C2)C1(C)C,324.35
CCC(=O)N(C)C,228.15
C1CN2CCN1CC2,432.15
Cc1ncc2ccccc2c1,341.15
C1=CCCCC=CC1,220.15
O=CC=Cc1ccccc1,265.65
CCCC(C)OC(=O)C,173.15
Cc1cncc(C)c1,266.55
Cc1cc(C)c(O)c(c1)C(C)(C)C,295.45
Fc1c(F)c(F)c(c(F)c1F)C(F)(F)F,207.55
O=C1OCC1,239.75
CC=Cc1cccc(OC)c1O,354.15
O=C(C)C1=CCCCC1,346.15
COC(=O)C(Cl)Cl,221.25
CNC(=O)N(C)C,348.65
CC(C)COC(=O)c1ccccc1O,279.05
CNNC,264.15
COc1ccccc1C(O)C,188.05
CCCCOC(=O)C(=O)OCCCC,242.65
Clc1ccc(O)cc1,315.85
O=C1CCCC1C,198.15
O=CC1=CC=C(O1)N(=O)=O,308.65
CC(c1ccccc1)c2ccccc2,255.25
N1CCCC1,215.35
n1ccc(cc1)Cc2ccccc2,285.55
C=Cc1ccccc1,242.15
Nc1ccccc1C(F)(F)F,308.65
O=C(N)C(Cl)(Cl)Cl,415.15
COC(=O)c1ccccc1N,297.65
O=C(O)C1CC=CCC1,290.15
CCOc1ccccc1F,256.45
Brc1ccc(F)cc1,255.75
OCCCCCCCCCC,280.05
NC(C)(C)C,206.25
O=C(O)CCCOc1ccc(Cl)cc1Cl,391.15
C=CCCCCCCCCCCCCCCCCCCCC,311.15
O=N(=O)c1ccccc1,278.85
Brc1c(Br)c(F)c(F)c(F)c1F,285.15
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,342.85
OCCCO,246.45
CCC(O)CC,204.15
CCCCCCCCCCCCCCCCCCCC,309.95
Brc1cncc(Br)c1,385.15
CCCC(=O)O,267.45
OCCN(C)C,214.15
ClC1CCCC1,223.15
Oc1ccc(cc1O)C(C)(C)C,327.45
CCC(C)(C)C(=O)O,259.15
CCC=CCC(=O)O,285.15
CCCCS(=O)(=O)CCCC,318.15
CCCSc1ccccc1,228.15
OCCCCCO,255.15
BrCCI,301.15
C=CCBr,154.15
c1ccc2cc3ccccc3cc2c1,488.15
O=C(C)OC1CCCCC1,208.15
O=CNC1CCCCC1,312.65
CC1=NN(C(N)=C1)c2ccccc2,389.15
CCc1cccc(c1)C(C)C,253.15
CC(C)(C)OC(C)(C)C,195.0
C[Si](C)C,137.25
ClC(Cl)(Cl)F,162.05
CC(C)c1cc(Cl)c(C)cc1O,336.15
O=C(O)Cc1ccccc1O,421.15
ClC(C)C(Cl)C,193.15
c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,449.15
N#CC=CC#N,369.95
Cc1ccc2cccnc2c1,312.15
CC(CC(C)(C)C)CC(C)(C)C,206.15
NNc1ccccc1,292.75
CCCCC(C)CC,173.15
CC(C)CC(O)CC(C)C,208.0
N#CCCc1ccccc1,272.15
O=C1c2ccccc2Sc3ccccc13,482.15
CC[Si]CC,138.85
CC(CC1CCCCC1)CC2CCCCC2,273.75
Fc1ccc(I)cc1,246.15
OC(C)CCCC(C)C,168.15
C=CC#CC=C,185.15
OCc1ccccc1N,356.65
COC(OC)OC,288.15
CC(C)c1ccc(O)c(C)c1,281.75
O=C(Cl)N(C)C,240.15
O=C1OC(=O)c2ccccc12,403.95
O=C(O)C1=CCCCC1,311.15
CCCC,134.95
CC1CCCN(C1)C(=O)C,259.55
NCCCCCCN,314.65
Clc1ccc(cc1)C(=O)c2ccc(Cl)cc2,420.65
C1=CCC=CC1,223.95
SCCCCCCCCCCC,270.15
COc1ccc2ccccc2c1,346.65
CCC(=O)C,186.55
CC=CC,133.85
ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,302.55
BrCC(C)C,154.15
CCNc1ccc2ccccc2c1,509.15
CCCCCCCCc1ccc(N)cc1,293.15
COc1cccc(OC)c1,221.15
C=CCCCCCCCCC(=O)OC,245.65
CCSC(C)C,150.95
Clc1ccccc1Br,260.85
ClC(F)(F)C(Cl)(F)F,179.15
CCCC(C)(C)CC,147.05
O=N(=O)c1ccc(C)c(c1)N(=O)=O,344.15
c1ccc2c(c1)ccc3c4ccccc4Cc23,462.65
C=C(C)C(=C)C,197.15
CCCC(=O)CCC,240.15
CCCCCC(C)(C)C,160.15
ClC1=C(Cl)C(F)(F)C(F)(F)C1(F)F,167.35
CC(C)OP(=O)(F)OC(C)C,191.15
N#CCC(=O)OC,250.65
CC1CCC(C)S1,184.15
OC1CCCCC1C,252.15
CCc1ccc(O)c(OC)c1,266.15
ClC(Br)C(F)(F)F,155.15
CC(C)COC(=O)CCCCC(=O)OCC(C)C,253.15
BrC(Br)C(Br)Br,273.15
Ic1ccccc1I,300.15
Nc1cccc(C)n1,314.15
CCCCCCCCCC(=O)C,288.15
O=C1OC=CC=C1,281.65
OCc1ccc(C)cc1,334.65
CC(C)C(C)C(C)(C)C,152.15
COc1ccc(N)cc1,330.35
C=CC=CCC,170.75
Nc1ccc(C)c(C)c1,324.15
CCOc1ccc(cc1)N(=O)=O,333.15
N#CCCC#N,327.65
N#Cc1ccccc1Cl,319.45
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,383.15
COc1ccccc1O,305.15
O=C(C)Nc1ccccc1,387.45
